name,DOI,publication_year,dataset_used,task
construction of a prognostic immune signature for lower grade glioma that can be recognized by mri radiomics features to predict survival in lgg patients,10.1016/j.tranon.2021.101065,2021,BRATS,Brain
phase ii trial of proton therapy vs. photon imrt for gbm: secondary analysis comparison of progression free survival between rano vs. clinical assessment,10.1093/noajnl/vdab073,2021,BRATS,Brain
fully automated hybrid approach to predict the <i>idh</i> mutation status of gliomas via deep learning and radiomics,10.1093/neuonc/noaa177,2021,BRATS,Brain
a novel 2-phase residual u-net algorithm combined with optimal mass transportation for 3d brain tumor detection and segmentation,10.1038/s41598-022-10285-x,2022,BRATS,Brain
convolutional neural networks for semantic segmentation as a tool for multiclass face analysis in thermal infrared,10.1007/s10921-020-00740-y,2021,BRATS,Brain
convolutional neural networks in medical image understanding: a survey,10.1007/s12065-020-00540-3,2022,BRATS,Brain
transfer learning-based autosegmentation of primary tumor volumes of glioblastomas using preoperative mri for radiotherapy treatment,10.3389/fonc.2022.856346,2022,BRATS,Brain
repeatability of automated image segmentation with bratumia in patients with recurrent glioblastoma,10.3174/ajnr.a7071,2021,BRATS,Brain
context aware deep learning for brain tumor segmentation subtype classification and survival prediction using radiology images,10.1038/s41598-020-74419-9,2020,BRATS,Brain
deep convolutional neural network with a multi-scale attention feature fusion module for segmentation of multimodal brain tumor,10.3389/fnins.2021.782968,2021,BRATS,Brain
a medical image enhancement based on generalized class of fractional partial differential equations,10.21037/qims-21-15,2022,BRATS,Brain
variability and reproducibility in deep learning for medical image segmentation,10.1038/s41598-020-69920-0,2020,BRATS,Brain
a modified higher-order singular value decomposition framework with adaptive multilinear tensor rank approximation for three-dimensional magnetic resonance rician noise removal,10.3389/fonc.2020.01640,2020,BRATS,Brain
deep neural network to locate and segment brain tumors outperformed the expert technicians who created the training data,10.1117/1.jmi.7.5.055501,2020,BRATS,Brain
stratification by tumor grade groups in a holistic evaluation of machine learning for brain tumor segmentation,10.3389/fnins.2021.740353,2021,BRATS,Brain
glioblastoma surgery imaging—reporting and data system: standardized reporting of tumor volume location and resectability based on automated segmentations,10.3390/cancers13122854,2021,BRATS,Brain
does anatomical contextual information improve 3d u-net-based brain tumor segmentation?,10.3390/diagnostics11071159,2021,BRATS,Brain
brain tumor segmentation based on deep learning’s feature representation,10.3390/jimaging7120269,2021,BRATS,Brain
deep learning–based automatic lung segmentation on                     multiresolution ct scans from healthy and fibrotic lungs in mice,10.1148/ryai.210095,2022,BRATS,Brain
magnetic resonance imaging correlates of immune microenvironment in glioblastoma,10.3389/fonc.2022.823812,2022,BRATS,Brain
brain mr atlas construction using symmetric deep neural inpainting,10.1109/jbhi.2022.3149754,2022,BRATS,Brain
comparison of wavelet transformations to enhance convolutional neural network performance in brain tumor segmentation,10.1186/s12911-021-01687-4,2021,BRATS,Brain
fine-tuning approach for segmentation of gliomas in brain magnetic resonance images with a machine learning method to normalize image differences among facilities,10.3390/cancers13061415,2021,BRATS,Brain
xgboost improves classification of mgmt promoter methylation status in idh1 wildtype glioblastoma,10.3390/jpm10030128,2020,BRATS,Brain
deep learning for glioblastoma segmentation using preoperative magnetic resonance imaging identifies volumetric features associated with survival,10.1007/s00701-020-04483-7,2020,BRATS,Brain
cardionet: a manually curated database for artificial intelligence-based research on cardiovascular diseases,10.1186/s12911-021-01392-2,2021,BRATS,Brain
image-based personalization of computational models for predicting response of high-grade glioma to chemoradiation,10.1038/s41598-021-87887-4,2021,BRATS,Brain
modelling glioma progression mass effect and intracranial pressure in patient anatomy,10.1098/rsif.2021.0922,2022,BRATS,Brain
robust joint registration of multiple stains and mri for multimodal 3d histology reconstruction: application to the allen human brain atlas,10.1016/j.media.2021.102265,2022,BRATS,Brain
efficient radiomics-based classification of multi-parametric mr images to identify volumetric habitats and signatures in glioblastoma: a machine learning approach,10.3390/cancers14061475,2022,BRATS,Brain
tumor connectomics: mapping the intra-tumoral complex interaction network using machine learning,10.3390/cancers14061481,2022,BRATS,Brain
generalised dice overlap as a deep learning loss function for highly unbalanced segmentations,10.1007/978-3-319-67558-9_28,2017,BRATS,Brain
multimodal mri brain tumor image segmentation using sparse subspace clustering algorithm,10.1155/2020/8620403,2020,BRATS,Brain
embracing the disharmony in medical imaging: a simple and effective framework for domain adaptation,10.1016/j.media.2021.102309,2022,BRATS,Brain
deep semi-supervised learning for brain tumor classification,10.1186/s12880-020-00485-0,2020,BRATS,Brain
convolutional neural networks for head and neck tumor segmentation on 7-channel multiparametric mri: a leave-one-out analysis,10.1186/s13014-020-01618-z,2020,BRATS,Brain
machine learning approaches to study glioblastoma: a review of the last decade of applications,10.1002/cnr2.1226,2019,BRATS,Brain
a low resource 3d u-net based deep learning model for medical image analysis,10.1007/s41870-021-00850-4,2022,BRATS,Brain
automated acquisition planning for magnetic resonance spectroscopy in brain cancer,10.1007/978-3-030-59728-3_71,2020,BRATS,Brain
progressive disease in glioblastoma: benefits and limitations of semi-automated volumetry,10.1371/journal.pone.0173112,2017,BRATS,Brain
computational challenges and collaborative projects in the nci quantitative imaging network,10.18383/j.tom.2016.00265,2016,BRATS,Brain
a multi-parametric mri-based radiomics signature and a practical ml model for stratifying glioblastoma patients based on survival toward precision oncology,10.3389/fncom.2019.00058,2019,BRATS,Brain
algorithms for left atrial wall segmentation and thickness – evaluation on an open-source ct and mri image database,10.1016/j.media.2018.08.004,2018,BRATS,Brain
a roadmap for foundational research on artificial intelligence in                     medical imaging: from the 2018 nih/rsna/acr/the academy workshop,10.1148/radiol.2019190613,2019,BRATS,Brain
relevance of two manual tumour volume estimation methods for diffuse low‐grade gliomas,10.1049/htl.2017.0013,2018,BRATS,Brain
family of boundary overlap metrics for the evaluation of medical image segmentation,10.1117/1.jmi.5.1.015006,2018,BRATS,Brain
lesion segmentation for mr spectroscopic imaging using the convolution difference method,10.1002/mrm.27500,2019,BRATS,Brain
brats toolkit: translating brats brain tumor segmentation algorithms into clinical and scientific practice,10.3389/fnins.2020.00125,2020,BRATS,Brain
3d-boxsup: positive-unlabeled learning of brain tumor segmentation networks from 3d bounding boxes,10.3389/fnins.2020.00350,2020,BRATS,Brain
three-plane–assembled deep learning segmentation of gliomas,10.1148/ryai.2020190011,2020,BRATS,Brain
optimizing neuro-oncology imaging: a review of deep learning approaches for glioma imaging,10.3390/cancers11060829,2019,BRATS,Brain
a potential field segmentation based method for tumor segmentation on multi-parametric mri of glioma cancer patients,10.1186/s12880-019-0348-y,2019,BRATS,Brain
bagls a multihospital benchmark for automatic glottis segmentation,10.1038/s41597-020-0526-3,2020,BRATS,Brain
none,10.3969/j.issn.1673-4254.2018.06.04,2018,BRATS,Brain
efficient registration of pathological images: a joint pca/image-reconstruction approach,10.1109/isbi.2017.7950456,2017,BRATS,Brain
preparing medical imaging data for machine learning,10.1148/radiol.2020192224,2020,BRATS,Brain
volumetric brain tumour detection from mri using visual saliency,10.1371/journal.pone.0187209,2017,BRATS,Brain
deep learning for automatic calcium scoring in ct: validation using                    multiple cardiac ct and chest ct protocols,10.1148/radiol.2020191621,2020,BRATS,Brain
overall survival prediction in glioblastoma patients using structural magnetic resonance imaging (mri): advanced radiomic features may compensate for lack of advanced mri modalities,10.1117/1.jmi.7.3.031505,2020,BRATS,Brain
on the promise of artificial intelligence for standardizing radiographic response assessment in gliomas,10.1093/neuonc/noz162,2019,BRATS,Brain
a fully-automatic multiparametric radiomics model: towards reproducible and prognostic imaging signature for prediction of overall survival in glioblastoma multiforme,10.1038/s41598-017-14753-7,2017,BRATS,Brain
feasibility of deep learning–based pet/mr attenuation correction in the pelvis using only diagnostic mr images,10.18383/j.tom.2018.00016,2018,BRATS,Brain
comparing fully automated state-of-the-art cerebellum parcellation from magnetic resonance images,10.1016/j.neuroimage.2018.08.003,2018,BRATS,Brain
deep‐learning detection of cancer metastases to the brain on mri,10.1002/jmri.27129,2020,BRATS,Brain
automated machine learning based on radiomics features predicts h3 k27m mutation in midline gliomas of the brain,10.1093/neuonc/noz184,2020,BRATS,Brain
low-rank based image analyses for pathological mr image segmentation and recovery,10.3389/fnins.2019.00333,2019,BRATS,Brain
deep learning in neuroradiology,10.3174/ajnr.a5543,2018,BRATS,Brain
automatic histogram specification for glioma grading using multicenter data,10.1155/2019/9414937,2019,BRATS,Brain
inter-rater agreement in glioma segmentations on longitudinal mri,10.1016/j.nicl.2019.101727,2019,BRATS,Brain
towards reinforced brain tumor segmentation on mri images based on temperature changes on pathologic area,10.1155/2019/1758948,2019,BRATS,Brain
classification of the glioma grading using radiomics analysis,10.7717/peerj.5982,2018,BRATS,Brain
imaging signatures of glioblastoma molecular characteristics: a radiogenomics review,10.1002/jmri.26907,2020,BRATS,Brain
automatic brain tumor segmentation based on cascaded convolutional neural networks with uncertainty estimation,10.3389/fncom.2019.00056,2019,BRATS,Brain
segmentation and classification in digital pathology for glioma research: challenges and deep learning approaches,10.3389/fnins.2020.00027,2020,BRATS,Brain
user-guided segmentation of multi-modality medical imaging datasets with itk-snap,10.1007/s12021-018-9385-x,2019,BRATS,Brain
semisupervised learning using denoising autoencoders for brain lesion detection and segmentation,10.1117/1.jmi.4.4.041311,2017,BRATS,Brain
using deep neural networks for radiogenomic analysis,10.1109/isbi.2018.8363864,2018,BRATS,Brain
improving patch-based convolutional neural networks for mri brain tumor segmentation by leveraging location information,10.3389/fnins.2019.01449,2020,BRATS,Brain
novel volumetric sub-region segmentation in brain tumors,10.3389/fncom.2020.00003,2020,BRATS,Brain
a fully automated deep learning network for brain tumor segmentation,10.18383/j.tom.2019.00026,2020,BRATS,Brain
registration of pathological images,10.1007/978-3-319-46630-9_10,2016,BRATS,Brain
challenges in diffusion mri tractography – lessons learned from international benchmark competitions,10.1016/j.mri.2018.11.014,2019,BRATS,Brain
tumor tissue detection using blood-oxygen-level-dependent functional mri based on independent component analysis,10.1038/s41598-017-18453-0,2018,BRATS,Brain
